what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348166623215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348166624418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166642027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166648621
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348166653152
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348166706105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348166726776
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348166735760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348166757416
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348166758651
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348166765182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166855571
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166855587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166855650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166856665
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1348166876743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348166882774
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1348166893212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166905680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166913289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166913977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166913977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166914305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348166989585
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348167003132
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348167008163
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348167033929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348167037475
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348167038772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348167065319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348167073022
