what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348686058969
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348686143405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348686161936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686166342
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686169592
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348686169608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686179092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686179092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686179451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686191154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686196936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686196936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686196998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686199435
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348686202576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686208029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686210420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686228201
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686229763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686230060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686230076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686230107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348686232951
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348686243591
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348686243747
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348686261482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348686265810
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348686279184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348686283075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348686285044
