what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348152960718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348152970859
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348153013499
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348153056795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153063232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153083107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153090170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153090170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153090248
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153201199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348153208168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153227996
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1348153228043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153230136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348153247917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153249074
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153249074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153250949
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153273152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153286245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153295011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153298401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153300042
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153317292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153320807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348153324385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153325088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153326760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153327182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153327666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153359682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348153364541
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348153369463
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348153415243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348153419259
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348153421025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153458087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153541007
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348153542757
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348153559539
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348153566429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153593866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153599085
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348153631772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153782739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153797129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153828863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153886253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153934409
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153936159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348153944549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153945377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153945393
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348153945487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154058048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154064454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154118500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348154130875
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348154145500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348154159281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154162343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154189499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348154192609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348154209483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154211468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154292935
started,bundle,org.eclipse.wb.os,1.5.0.r37x201206111201,"org.eclipse.wb.os",1348154293998
started,bundle,org.eclipse.wb.os.win32,1.5.0.r37x201206111201,"org.eclipse.wb.os.win32",1348154294107
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348154300967
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154313544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154361028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154382231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154393247
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348154403668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348154409465
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348154469152
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348154471652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348154517354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348154525432
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348154529354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348154548182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348154550448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348154555651
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348154557932
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348154561760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154564229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154564635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348154566572
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348154668790
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348154703618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348154759789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348154761257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348154791741
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348154793366
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348154846413
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348154863100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154868694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154869928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154871553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348154890334
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348154902646
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348154916631
