what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674327009
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674363212
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674395915
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674418289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674425867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674426102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348674430461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674433680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674460320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674460554
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348674478820
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674491867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674498523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674498523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674498617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674502460
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674504991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348674508835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674544991
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674548975
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674553397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674553397
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674553460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674558084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348674592818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674607271
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348674622943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674625490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348674628818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674632474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674632490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674632802
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674641240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674643287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674647271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674653818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674655177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674661177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674661193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674661255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674664786
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348674677474
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674677708
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348674679224
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674679317
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348674680958
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674681052
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674700098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348674742551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674743270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674743270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674743348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674822628
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674842987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348674848878
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674849940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348674853034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674905174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674905314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1348674911377
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348674934752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348674994813
