what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1348087530993
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348087531009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348087537274
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1348087541024
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1348087552383
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1348087552430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087554024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350679562015
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1350679562531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350679562937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350679565093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350679571062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087575046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087575937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087582015
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1348087622874
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087639530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087642249
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1348087665701
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348087665733
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348087729310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087747560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087747560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087747669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348087867808
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348087870496
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348087878542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348087883558
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348087884636
