what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348681636619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348681648056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681651181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681677525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681723149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681726508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348681751477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348681752914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681767445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681790992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681857491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348681899928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348681902444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681912193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348681959084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348681963052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681965880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348681975271
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348682007224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348682017755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348682028005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348682035129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348682037817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348682040676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348682042879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682046676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682046676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682047020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682057895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682099769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682099769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682099863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682125097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682169143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682169143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682169503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682170987
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348682173721
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348682181081
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348682208877
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348682218283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682228799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682273220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348682313235
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682318720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682318720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682318798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682328454
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348682348344
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348682358516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348682375078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348682382844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1348682387828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348682404843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348682407187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682408750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682429577
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682443265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682443265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682443577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682451655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682453671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682453671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682453749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682511889
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682593029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682593029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682593107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682698715
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348682700465
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348682739542
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348682755886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348682852369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682860416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682860416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682860525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682869681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348682873431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1348682891181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682894087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348682976867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348682985664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348682989289
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348682991883
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348682995086
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348683002523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348683005226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348683005429
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348683009789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348683012086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348683017336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348683019007
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348683019007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348683019070
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348683076319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348683088710
