what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778511031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778511031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778511094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778516812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778550124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778550124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778550234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778551187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778561390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778562890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778564108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778564124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348778564202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348779031071
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348779062821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348779071961
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348779093633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348779106289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348779106289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348779106383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348779144726
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348779146710
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348779172038
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348779215366
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348779242944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348779283443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1348779293755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348779298630
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348779304661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348779306458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348779306630
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348779310583
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348779316458
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348779319333
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348779319443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348779329989
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348779343911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348779352489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1348779360723
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348779370973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348779374926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348779377754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348779380551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348779421410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348779421535
started,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1348779422191
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1348779422207
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1348779422441
