what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348160645276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348160660994
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348160663838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160708056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160709713
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348160744306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160748993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160750118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348160768727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348160771009
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348160795087
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1348160797415
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348160798524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348160799586
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160817039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160817227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1348160824539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348160826695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348160833336
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348160835180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160840773
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160842039
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348160855148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160875242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160915366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348160920960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161129738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161134817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161388970
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348161392360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161424891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161424891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161425235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161426125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161428922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161428922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161429313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161430469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161432438
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161432438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161432547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161456781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348161462734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348161468969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348161470859
