what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348768704188
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348768708016
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348768710547
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1348768718453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768752734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768752734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768753093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768785718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768804858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768806624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768807108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768807108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768807186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768828327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768835139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768835139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768835171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768861748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768872951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768872951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768873014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768874264
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1348768874342
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1348768880373
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1348768880404
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1348768881592
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1348768882451
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1348768883092
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1348768883873
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1348768884482
opened,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1348768884529
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1348768887498
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1348768888467
closed,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1348768889076
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348768906373
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348768927091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768941325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768941325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768941435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348768987840
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1348768990825
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1348769029434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348769066496
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1348769067277
