what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348169962006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348169978350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348170018099
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348170041943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170044662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170044865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348170050255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170054302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170054302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170054646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170056255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170134707
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170136489
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170137848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170137848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170137973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348170377486
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348170384064
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348170392188
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348170419782
